Date,AAPL,MSFT,GOOGL,AMZN,TSLA,NVDA,META,NFLX,JPM,V,DIS,INTC,AMD,IBM,KO,PEP,WMT,PG,HD,CVX,XOM,T,CSCO,PFE,MRK,ABBV,NKE,MCD,GE,UPS,HON,CAT,MMM,GS,BK,BLK,LMT,RTX,MS,SCHW,AMT,COST,SBUX,WFC,UNH,ORCL,BMY,ADBE,CRM,FDX
2019-01-03 00:00:00+00:00,-0.1049242149009078,-0.03748201948528417,-0.02808645969081907,-0.025565528700364833,-0.03197758919474004,-0.06231893668519233,-0.029468921436419725,0.013139069027243466,-0.014313621312279931,-0.03670193791379967,-0.024525153900493056,-0.056584103681687765,-0.09930117963499517,-0.020165611194082268,-0.006198505021650818,-0.009377701464319444,-0.005155741790727506,-0.007036192748363907,-0.02228695582014726,-0.019338595105436982,-0.01547263506380577,0.0013532535647788153,-0.0370457481279234,-0.028375881527828235,-0.020718565275498695,-0.03350347769670098,-0.0178468490124831,-0.006610594396767794,0.0012415358682612077,-0.028802851140223594,-0.013440451388633869,-0.039296460780625306,-0.038381221628248786,-0.014756856481008516,-0.019987590168005175,-0.029817126234259483,-0.02544092638844508,-0.04552700243015913,-0.017982209437246682,-0.020900018929907765,0.005979266592433074,-0.021423327750235272,-0.04434579562215427,-0.007913590155889235,-0.02764904419862794,-0.009777934989112716,-0.14230277091674193,-0.04029895595791059,-0.03873407780355545,-0.03746014370983848
2019-01-04 00:00:00+00:00,0.0418031064019433,0.04546030059943918,0.0500213787919613,0.04885111342984534,0.0560942725927254,0.06209893622905867,0.046061034487322045,0.09279291496202642,0.03620232270300425,0.04217902263646599,0.030381170581877004,0.05955326501958557,0.10828882018409774,0.03831432032817645,0.01974345703500734,0.02029884978404818,0.0062265114080311285,0.020204732046561286,0.029280623320728054,0.02051235991580071,0.036206361705895,0.025368554081103518,0.04406018170320097,0.022578549144518786,0.029673897911562514,0.031708675015400534,0.025781703512309403,0.0191411506604773,0.02087254486433257,0.034240079323984554,0.03438304178254597,0.05320467264546466,0.04031699959388356,0.032159764633289366,0.028582528343509057,0.035961320054111894,0.02661122180325394,0.03363738146711354,0.04001482378104174,0.04137186132336453,0.00398776543112646,0.028625408292192126,0.03261689038354427,0.029202129521913665,0.011627353460977779,0.04219686146463618,0.03847904877954587,0.047486825586546086,0.056357211264282836,0.04503018685157667
2019-01-07 00:00:00+00:00,-0.002228382202467595,0.001274447456924047,-0.001996304968326507,0.03377651087852466,0.05293512263076508,0.05158682222165137,0.0007246458297459048,0.05800189415668339,0.000694733385072664,0.017871468359560463,0.008629726998916286,0.004648179342663174,0.07939470966246118,0.007049612844014209,-0.013118801441674734,-0.008636257721097712,0.01170340918315228,-0.0040083427700950405,0.019506709396485702,0.01291057136848685,0.005186492859139784,0.017965443798830867,0.0067340101318801035,0.005334799426060468,-0.011074398341642304,0.014489888277753703,0.014231744743012328,0.010823034604554263,0.060124228164278336,-0.0033819998520395974,0.00555584313542978,0.0006239560166944462,-0.002302398866440537,0.005525847504392069,-0.0022989154754269182,0.00277790694516603,0.011404620735610745,-0.0004674117755651338,0.009878460926529865,0.007043914920514688,0.006170811574862644,0.0036782341239099433,0.0,-0.006485991186429267,0.0019178402001225861,0.015717868710808477,0.03190180526963991,0.01348134189295312,0.030411427034587945,0.013890468152386632
2019-01-08 00:00:00+00:00,0.01888359382801644,0.007224327997276614,0.008744826811607367,0.016475884077589695,0.001163599158188828,-0.025210650246978876,0.03193668120809823,0.015512945537381187,-0.0018872901022776696,0.005424555795143057,0.007748522522433139,0.006303866377784924,0.008712557847805709,0.014119120584875352,0.0112253041413849,0.009541073747166678,0.006957043912648993,0.00368407736537876,0.004789568600304815,-0.004374720949725708,0.007244769495859929,0.012546684959831127,0.008067354307491083,0.004615613409981439,0.007396729785048266,0.004636888148501418,0.013250538357484543,0.0021063170158869718,-0.020810241780158552,0.00010269344744418259,-0.0020702865915552897,0.011938200822255711,0.004182195776877401,-0.0036995782348143765,-0.0037727590324379647,0.012645356610266445,0.006654844746983787,0.01788193460320476,-0.006253336841284333,0.012555404697452642,0.011236819225645102,0.00746012359821715,0.0007861718773273158,-0.0021013223520196934,0.01328198060466929,0.00902161350472837,-0.008713696974475922,0.014807380838462728,0.024311793753351595,0.0017381949977722491
2019-01-09 00:00:00+00:00,0.016839205007379055,0.01419818979235584,-0.003433265155337929,0.0017128868892680703,0.009437947481978803,0.019476038694183143,0.01185666211655661,-0.0009683944591060344,-0.0016918037634203011,0.01169968386783852,0.011156268363364643,0.005639627911903046,-0.027358787900370746,0.007151218928384643,-0.019351914524913406,-0.028341669209652212,-0.0032616744654298947,-0.016466385537654362,0.01029063958462091,0.013331073032539534,0.005260743055960105,-0.016630381945820196,-0.005524883163451098,-0.002074090814335189,-0.00766189752943726,-0.03337391852229522,-0.0018263091347030121,-0.0017181483004298774,-0.007034237647098759,0.005119473610722829,0.004652496003685611,0.0038456667262486617,0.0032292572628631875,0.006252967869937951,0.0029356079649693083,0.00571347474218834,0.0024796749412104267,0.0038490169557799958,0.006972433851008075,0.012627952390880796,-0.008791382286641081,0.006452081714929322,0.004078590789767562,0.0054542806911264015,0.001437624561636525,-0.002091114527389762,-0.017022664613598894,0.01174951068198068,0.0018512050647012575,0.021149126795246616
2019-01-10 00:00:00+00:00,0.0031914011370171615,-0.006445996962605181,-0.0026104612058265105,-0.0019302905505940288,0.018844716086450743,0.01841537237874122,-0.0002080038399065108,0.014582530888126456,-9.970216904494539e-05,0.0018770329785392848,0.0011532232095720551,0.011391129586069472,-0.02254043636582557,0.009073047579538874,0.010679222685190143,0.006121402784747929,0.0007373586782240439,0.002416230698720439,-0.003735033647073481,0.0015880523636621392,-0.005122362548832423,0.009917334517029678,-0.0018485720506250896,-0.024053155547941556,-0.012408986840064798,0.004431494556202448,-0.0022220102555505035,0.006964660256499952,0.05046987309904102,0.010059567480344965,0.014846509849355014,0.02043895828725557,0.006737672961343783,-0.00266702508297796,-0.006090323206209222,-0.0017255797587854825,0.025401045828433718,0.009921467271906962,-0.0019187054158487861,-0.002741483163396287,0.013559823596135688,0.003519418863429254,0.004841144322258396,-0.0010465923153291708,0.00503575242089748,0.0008370582561594984,0.011380513458125753,0.009890239586297837,0.007166462546965299,-0.0027589360138062283
2019-01-11 00:00:00+00:00,-0.009866541225320276,-0.007752192829750646,-0.013400134201919628,-0.00950021578853727,0.006616379981298151,0.024486095961472495,-0.002777810563129147,0.039053638419685476,-0.004792738574542584,-0.004408814105702393,-0.001330643334882268,0.0075904241222112066,0.026494960636706397,-0.0027132725049362617,0.005719785514309634,9.238536311410103e-05,-0.0012643859808464091,0.006559303417013491,0.0019530366880800647,-0.008053341615464402,-0.004590436528235379,0.015341997907033656,0.005765203447647706,0.013382600388022947,0.0056228985295234115,0.001246546100775038,-0.004985111511719462,0.004506271884919776,0.0,-0.010161547121149701,-0.0028353858171082874,-0.006489002807378373,-0.007205552541512132,0.005270237411077212,0.012768085378414291,-0.003987894983402976,0.000828619372789338,-0.004174911236621627,0.0019187054158486883,0.0025131552835703647,-0.0028456573338810375,-0.0006173026222061863,-0.0071922350879013545,0.002509795509799732,0.01136985014107481,0.009780333771107097,0.005642151155473285,-0.0009256973534601225,0.003462376567892929,0.005101193296433309
2019-01-14 00:00:00+00:00,-0.01515115230107261,-0.007322243881119803,-0.012249815834945502,-0.014335246209543026,-0.03773593288316512,0.01075952330217554,0.010996295442968994,-0.013869829683477218,0.010256557269060221,-0.006977477054408692,-0.0020438433846996537,-0.011924678106021236,-0.0019753544955255775,-0.008848517586939358,-0.004021624470447441,-0.007796562749490611,0.0011591200944607663,-0.0067787285163481105,-0.0033499381850005164,-0.007313157846098911,-0.0012557313065707553,-0.008131622469872814,-0.006459102541062527,-0.01196472493365541,-0.020638701308326467,-0.028839270171988528,0.000657576482714201,-0.00632589548127009,-0.004484476273582781,0.012484158855706168,0.0018185693867103587,-0.002273608620347955,-0.00020805660744406448,0.010066061000299041,0.007046640705156152,-0.0037513561231540217,-0.0007927397295111725,0.008152257991806282,0.01757344936716938,-0.00045633863333809235,0.0,-0.007198741554374215,-0.005664758152144425,0.011424071043425575,0.0015735239968222234,-0.0022803479466953526,-0.000416847173431964,-0.01266673218989658,-0.010218018467032856,0.0032695976967225164
2019-01-15 00:00:00+00:00,0.02026017796982943,0.02859264599824543,0.03274343715710072,0.034848007027612496,0.029553003459965428,-0.0037960273167997704,0.024191016564283217,0.06314093084315202,0.007304502519328352,0.0017484763437906883,-0.005888195779096896,0.005157704851324907,0.00738735806362225,0.01106896034184869,0.008868028096150914,0.015441218211976176,0.013598489055121893,0.00939072031752038,-0.013172981583178891,0.003574101384952065,0.000558125142841364,-0.0006531699360546656,0.018572137370031418,0.008460233494503158,0.015283771180277463,0.00869270430503137,0.023252217677153273,-0.0011041559392148898,-0.019285802320858435,-0.016065811052936526,0.0011618044881571584,-0.008457446423799532,-0.01695082294231342,0.006636615978553293,0.020240043026412195,0.010763722351136564,-0.005456228820267274,0.0018925995826831272,0.009371905174109503,0.010221569162094272,0.010171022365010537,0.009665827854908382,0.011141749712152428,-0.015610790478698913,0.03489921845550737,0.008094090654045745,0.03583136928922246,0.03271281830532013,0.021271680842399276,-0.00537705655972059
2019-01-16 00:00:00+00:00,0.01214225992450488,0.003517284778989341,0.002757296215674695,0.005490895184266011,0.00469238793745434,-0.006896385513278145,-0.009511521994657254,-0.00920647230487511,0.008031843201997754,0.0,-0.007634604691558776,-0.009718108922855104,-0.03241368978219286,-0.0009041668575243087,-0.01375799821719688,-0.0059818485487333145,0.001038608621336556,-0.006980076771791645,0.003224708542246706,-0.00644255563385924,-0.00041867045137054576,-0.001307685275865791,-0.001364077678125332,-0.014616194730065486,0.0014757259746554618,0.0005847251681484897,-0.002571265890840589,-0.009268437266216562,0.028234461581961343,-0.005859490147938409,0.0018133490711510685,0.007394750528835327,0.0028537316729544044,0.0911527117101866,0.020433522046402867,0.03030640461781926,-0.013165841052783423,-0.0017123295626486675,0.036859239611455034,0.05388861364266106,0.004467196495419733,-0.004035903122337394,-0.0048496101649707695,0.026292913566905128,0.017711148461936818,-0.006636396886028217,-0.01193733267704479,-0.00169314596900385,-0.004366469159607206,0.004268856384570166
